date,요일,배추_거래량(kg),배추_가격(원/kg),무_거래량(kg),무_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg)
2016-01-18,월요일,1125796.0,475.0,1575175.4,344.0,1333422.3,1176.0,71881.7,5066.0,755733.9,1403.0,88950.8,5707.0,336890.1,2340.0,66261.9,3569.0,53104.4,10248.0,171395.0,2513.0
2016-01-19,화요일,620390.0,511.0,1103099.3,407.0,1271846.0,1176.0,76783.5,5088.0,529474.1,1777.0,55407.3,6285.0,213654.1,2670.0,52657.5,3283.0,33384.0,10501.0,162940.0,2587.0
2016-01-20,수요일,505457.9,511.0,858650.6,404.0,904781.5,1169.0,53803.1,4925.0,569452.9,1894.0,61993.4,6425.0,220608.7,2507.0,57935.8,3457.0,66191.7,9187.0,156328.5,2498.0
2016-01-21,목요일,435309.0,573.0,836453.8,429.0,1131828.0,1143.0,364437.4,4378.0,557564.0,1841.0,50486.3,6502.0,249409.6,2571.0,19966.3,2177.0,38984.6,9095.0,85548.7,2629.0
2016-01-22,금요일,558749.8,626.0,882335.6,516.0,1133644.0,1171.0,97552.5,5493.0,598422.6,1724.0,55884.2,7464.0,217600.0,2508.0,53016.9,3050.0,45430.7,9652.0,156445.0,2752.0
2016-01-23,토요일,666392.0,615.0,1291951.6,491.0,1165045.0,1253.0,86867.0,5410.0,600638.0,1959.0,67993.8,9332.0,247024.1,2893.0,61658.5,4371.0,51001.4,9585.0,136158.0,2552.0
2016-01-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-25,월요일,676054.0,641.0,1368930.2,644.0,1014462.0,1234.0,86403.6,5835.0,579110.2,2499.0,30082.0,8465.0,255032.0,2581.0,15947.2,2850.0,62480.0,8384.0,144853.3,2640.0
2016-01-26,화요일,756644.5,623.0,1071062.0,637.0,1705084.5,1142.0,95870.5,5261.0,547262.1,2333.0,81357.7,7293.0,245204.6,3126.0,59429.0,4158.0,56376.1,8018.0,110429.5,2763.0
2016-01-27,수요일,974222.5,641.0,1487508.3,581.0,1616172.0,1301.0,83759.3,5626.0,551575.4,2460.0,61996.0,7627.0,306468.6,3091.0,61986.4,3553.0,82680.2,8191.0,153214.0,2831.0
2016-01-28,목요일,1037067.0,651.0,1442824.8,609.0,2602945.7,1197.0,411801.0,4280.0,519336.6,2638.0,58598.5,7989.0,287782.7,2981.0,58488.2,3932.0,87681.8,7793.0,118587.0,2743.0
2016-01-29,금요일,1162861.4,625.0,1320150.0,743.0,1916756.0,1322.0,111679.2,5301.0,626963.3,2830.0,57091.9,9381.0,300423.2,3394.0,70492.6,4099.0,81719.4,8137.0,183726.0,2999.0
2016-01-30,토요일,746880.0,733.0,1460051.0,726.0,1578967.0,1311.0,101729.0,4741.0,745377.4,2707.0,62165.2,10965.0,288255.4,3863.0,72935.7,4392.0,66412.4,8898.0,115350.0,2966.0
2016-01-31,일요일,528.0,1048.0,7352.0,767.0,31360.0,1061.0,0.0,0.0,17725.0,1237.0,964.0,11276.0,4275.0,2232.0,1020.0,985.0,0.0,0.0,0.0,0.0
2016-02-01,월요일,1803744.5,638.0,2679932.8,760.0,2389867.0,1327.0,109419.7,5756.0,963747.4,2808.0,93810.4,10534.0,505832.3,3804.0,93097.9,4606.0,108504.8,8398.0,183779.0,3089.0
2016-02-02,화요일,1289197.0,597.0,2055751.9,829.0,2442194.0,1208.0,146534.0,6198.0,758910.0,2756.0,62348.5,11183.0,378760.0,3365.0,69423.5,4995.0,112274.5,7919.0,133900.0,2892.0
2016-02-03,수요일,1067445.5,675.0,2815389.2,657.0,1767479.0,1289.0,102904.3,6146.0,873423.4,2664.0,76195.4,11065.0,467564.1,3263.0,91788.3,4917.0,144820.6,6541.0,160674.0,3176.0
2016-02-04,목요일,1201005.0,607.0,2468896.1,644.0,2143338.5,1202.0,618333.0,4383.0,779112.3,2855.0,83714.4,10878.0,467290.6,3326.0,91638.7,4972.0,143755.5,5270.0,117904.0,3120.0
2016-02-05,금요일,1076467.5,601.0,2496178.0,525.0,1442658.0,1262.0,130743.6,5481.0,901355.1,2990.0,90933.1,10784.0,519729.6,3499.0,100190.1,5709.0,124297.3,5155.0,233384.5,3168.0
2016-02-06,토요일,436500.0,662.0,1994726.0,442.0,686131.0,1247.0,72897.0,5673.0,909954.9,2550.0,84686.0,10585.0,418730.3,4048.0,87022.8,5606.0,70717.8,5378.0,197174.2,2726.0
2016-02-07,일요일,3240.0,1517.0,5548.0,385.0,42527.5,1244.0,830.0,4148.0,54342.6,2158.0,4021.6,11397.0,8207.6,2186.0,1164.9,879.0,88.0,5497.0,7795.0,2287.0
2016-02-08,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-09,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-10,수요일,32.0,5000.0,0.0,0.0,500.0,2000.0,900.0,6133.0,2432.0,1716.0,124.0,11011.0,1283.0,1276.0,650.0,2354.0,270.0,4158.0,305.0,1752.0
2016-02-11,목요일,674341.4,628.0,1285052.2,361.0,2030687.5,1117.0,330913.4,4308.0,700731.7,2136.0,66118.6,10598.0,141706.3,3697.0,54949.0,6511.0,71045.4,6156.0,184573.0,2884.0
2016-02-12,금요일,823880.5,610.0,1418114.3,359.0,1554201.5,1248.0,85991.5,5086.0,568000.8,2187.0,93501.6,9370.0,229622.8,3411.0,69367.1,4387.0,137613.0,4574.0,388787.8,2543.0
2016-02-13,토요일,463633.1,677.0,1117654.0,372.0,1036871.5,1271.0,53353.5,5636.0,696799.1,1971.0,100181.6,6312.0,195681.9,3140.0,72186.0,3623.0,106473.8,3936.0,193490.6,2325.0
2016-02-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-15,월요일,1161783.5,705.0,1452016.2,382.0,1327349.0,1297.0,64520.3,5485.0,861391.4,1627.0,151657.9,4595.0,285931.3,2650.0,81848.5,3422.0,112110.4,4021.0,303740.5,2588.0
2016-02-16,화요일,861304.0,690.0,1325944.3,423.0,2213058.0,1168.0,82115.8,5636.0,561292.9,1882.0,88925.2,4079.0,263474.1,2560.0,72434.3,3591.0,80361.0,4281.0,261719.0,2914.0
2016-02-17,수요일,1067399.0,684.0,1280047.7,447.0,1494411.5,1291.0,63741.6,5559.0,570204.2,2080.0,85158.7,3667.0,276126.7,2541.0,77602.2,3109.0,81791.7,4278.0,235259.0,2634.0
2016-02-18,목요일,982869.1,664.0,1266991.0,470.0,2545071.0,1148.0,435239.3,4287.0,622814.1,2217.0,78219.3,3571.0,304877.0,2341.0,21238.1,2849.0,103009.1,4038.0,190891.0,2642.0
2016-02-19,금요일,1111382.6,633.0,1649735.9,462.0,1336352.5,1262.0,77406.5,5170.0,730131.8,2145.0,79286.4,3702.0,409946.1,2142.0,81868.6,2573.0,108022.1,4003.0,290897.5,2674.0
2016-02-20,토요일,725161.0,684.0,1904588.0,419.0,1124126.0,1264.0,55421.2,4495.0,769616.2,2260.0,85427.4,3868.0,431060.8,2031.0,85755.0,2228.0,96095.4,3932.0,245116.4,2494.0
2016-02-21,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-22,월요일,1149210.0,670.0,1685067.8,417.0,1560011.0,1314.0,82034.1,4897.0,788692.3,2247.0,101859.9,4182.0,278604.2,2013.0,73312.9,2971.0,74332.0,4235.0,300304.0,2763.0
2016-02-23,화요일,995112.5,645.0,1718208.4,408.0,2763947.0,1195.0,85727.4,5546.0,708152.5,2277.0,71295.7,4401.0,301053.4,2158.0,25088.3,2447.0,50104.8,4627.0,232827.0,2690.0
2016-02-24,수요일,983542.0,658.0,1445352.0,438.0,1305336.0,1340.0,65990.0,5599.0,731673.5,2151.0,71003.0,4270.0,252007.5,2067.0,84082.9,2883.0,73520.9,4581.0,226304.6,2750.0
2016-02-25,목요일,1029347.2,663.0,1256995.3,469.0,2430744.0,1238.0,329296.8,4141.0,628159.8,2000.0,78138.9,3902.0,246865.7,2070.0,70474.1,2779.0,90434.5,4542.0,215021.5,2852.0
2016-02-26,금요일,1064230.0,681.0,1273517.4,481.0,1547143.4,1324.0,88376.0,5057.0,701666.3,1988.0,86155.2,3837.0,261163.5,1862.0,76023.7,2251.0,106118.2,4577.0,274837.5,2796.0
2016-02-27,토요일,597249.0,743.0,1167270.0,507.0,966713.5,1313.0,76277.0,3623.0,669296.4,1873.0,89188.8,3746.0,257220.7,1698.0,75144.5,2409.0,76536.2,4615.0,272901.5,2771.0
2016-02-28,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-29,월요일,978645.0,755.0,1555340.1,513.0,2134994.0,1333.0,100965.4,5775.0,780282.5,1985.0,125295.7,3875.0,311832.0,1916.0,74627.1,3278.0,108322.6,4514.0,324991.5,2925.0
2016-03-01,화요일,828193.5,833.0,1712088.0,550.0,1329572.5,1394.0,90669.0,5366.0,629883.8,2090.0,78221.9,4054.0,201658.2,1888.0,74355.4,2977.0,107187.5,4612.0,229064.5,2762.0
2016-03-02,수요일,950708.0,819.0,1672100.0,589.0,1227753.5,1381.0,101073.4,5407.0,667019.6,2045.0,81877.6,4395.0,242677.3,1933.0,74528.2,2832.0,102214.4,4548.0,272724.5,3054.0
2016-03-03,목요일,981999.0,813.0,1498685.6,684.0,1806656.0,1412.0,347962.4,4606.0,643910.9,2067.0,80877.4,4603.0,249420.1,1973.0,70189.6,3361.0,101418.3,4834.0,211138.0,3179.0
2016-03-04,금요일,1012758.0,862.0,1581655.6,708.0,1430515.5,1382.0,76350.0,5500.0,678520.6,2140.0,81621.9,4908.0,276894.4,1933.0,86624.1,2975.0,152625.7,4626.0,309472.0,3147.0
2016-03-05,토요일,549506.0,954.0,1539621.0,712.0,1308121.0,1434.0,66415.6,5369.0,681986.4,2262.0,85129.2,5540.0,261776.3,1849.0,86764.5,3141.0,110934.5,4449.0,246464.5,3207.0
2016-03-06,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-07,월요일,1123334.0,879.0,1755294.8,664.0,1253697.5,1555.0,77406.7,5324.0,832487.3,2164.0,124398.3,5685.0,327875.5,1813.0,99347.9,3029.0,146999.1,4300.0,336665.5,3375.0
2016-03-08,화요일,1109599.5,858.0,1345371.1,651.0,1496379.2,1552.0,119688.7,5340.0,728855.1,2045.0,84251.9,5388.0,268493.5,1656.0,98105.6,2836.0,112730.2,4106.0,298651.0,3467.0
2016-03-09,수요일,1061932.0,779.0,1435891.3,658.0,1496258.0,1527.0,77911.3,5718.0,698994.0,2007.0,87916.3,5109.0,287475.0,1685.0,96577.0,2940.0,128706.0,3949.0,300282.0,3511.0
2016-03-10,목요일,638978.0,872.0,1585309.8,654.0,1557279.5,1519.0,151883.0,4497.0,646020.8,2032.0,82487.0,4953.0,293587.3,1579.0,98917.6,2998.0,128497.7,3841.0,228806.5,3581.0
2016-03-11,금요일,847061.0,847.0,1321087.9,616.0,1563771.3,1488.0,89766.1,4637.0,722900.8,1974.0,83527.4,4846.0,289744.9,1531.0,102161.7,2793.0,138825.4,3625.0,326143.5,3649.0
2016-03-12,토요일,606968.5,904.0,1457793.0,594.0,1514546.0,1457.0,64647.1,4657.0,726080.7,1870.0,88618.2,4864.0,290570.4,1477.0,105566.5,2783.0,114847.5,3466.0,329735.5,3408.0
2016-03-13,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-14,월요일,1180114.0,834.0,1793085.6,574.0,1792676.0,1414.0,83030.5,5131.0,829915.6,1843.0,118635.7,4942.0,346652.4,1553.0,106601.9,3062.0,124756.2,3551.0,435010.0,3387.0
2016-03-15,화요일,1066175.0,854.0,1488733.3,589.0,1698229.5,1421.0,100298.4,5122.0,702816.4,1938.0,80670.3,5150.0,277946.5,1485.0,106885.4,3225.0,96492.6,3785.0,275206.5,3285.0
2016-03-16,수요일,955782.5,874.0,1385349.0,667.0,1763300.0,1395.0,77840.7,5152.0,680644.9,1878.0,84574.5,5241.0,272495.1,1443.0,104333.7,3184.0,98215.1,4066.0,307135.0,3351.0
2016-03-17,목요일,983150.0,858.0,1637193.6,648.0,1540339.0,1382.0,513486.3,4133.0,705685.6,1958.0,81880.9,5326.0,253177.7,1492.0,107367.5,2990.0,95766.3,4391.0,240015.5,3541.0
2016-03-18,금요일,958946.0,869.0,1631627.2,599.0,1533070.5,1351.0,84335.3,5057.0,710179.6,1929.0,86069.1,5412.0,239215.3,1564.0,106874.0,2938.0,109362.2,4523.0,364836.5,3415.0
2016-03-19,토요일,577091.0,901.0,1285775.5,614.0,911579.0,1386.0,56687.0,4896.0,711700.9,1814.0,89025.0,5394.0,198993.6,1676.0,116697.0,2806.0,99306.7,4630.0,313877.5,3426.0
2016-03-20,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,월요일,1046078.1,910.0,1733167.3,591.0,1705504.0,1345.0,86897.9,5153.0,843413.3,1577.0,133973.7,5190.0,271313.2,1720.0,126078.7,3034.0,144031.8,4434.0,504512.0,3507.0
2016-03-22,화요일,971398.5,883.0,1653029.5,559.0,1557327.6,1384.0,135218.8,4852.0,687034.6,1662.0,89646.4,5067.0,235278.1,1618.0,127685.8,2989.0,92530.4,4488.0,350913.5,3367.0
2016-03-23,수요일,978371.0,885.0,1727264.7,549.0,1595337.0,1347.0,73732.8,4864.0,743489.5,1549.0,93392.3,4890.0,267114.5,1557.0,123050.1,2900.0,132964.1,4055.0,407406.5,3362.0
2016-03-24,목요일,829243.3,881.0,1564051.5,533.0,1630516.5,1277.0,787414.2,3983.0,653269.6,1616.0,87917.2,4691.0,252785.8,1471.0,124636.8,2601.0,133823.6,3875.0,280143.0,3351.0
2016-03-25,금요일,783716.0,892.0,1217020.0,591.0,1767845.0,1261.0,81084.8,4813.0,721061.4,1466.0,93564.2,4597.0,238682.0,1382.0,129846.7,2370.0,128311.9,3744.0,484269.5,3364.0
2016-03-26,토요일,497327.2,979.0,1098390.5,625.0,1555329.0,1209.0,82668.9,4659.0,667041.5,1409.0,103580.1,4306.0,225685.1,1327.0,135179.3,2241.0,100711.9,3687.0,438444.5,3181.0
2016-03-27,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-28,월요일,894842.1,985.0,1602270.0,630.0,1883662.3,1150.0,96369.0,5286.0,689665.6,1627.0,139878.0,4304.0,246422.0,1426.0,142767.8,2461.0,141629.3,3784.0,548128.5,3286.0
2016-03-29,화요일,915760.5,999.0,1341245.8,694.0,1716486.0,1117.0,104203.4,4782.0,633544.0,1884.0,85901.6,4460.0,199607.0,1528.0,136409.0,2366.0,91859.0,3951.0,356070.0,3146.0
2016-03-30,수요일,895091.5,1084.0,1457428.3,718.0,1744237.6,1072.0,212701.5,3979.0,637577.6,1831.0,88656.1,4432.0,197618.4,1610.0,133592.1,2158.0,131865.8,3793.0,430672.0,3051.0
2016-03-31,목요일,921198.0,1035.0,1359150.8,769.0,1817393.5,1065.0,653261.8,4133.0,652826.7,1815.0,89674.5,4371.0,205741.4,1648.0,144125.4,1801.0,139066.7,3657.0,280306.0,3267.0
2016-04-01,금요일,955807.2,1005.0,1665327.0,734.0,1452528.0,1095.0,109104.5,5625.0,688855.3,1592.0,96975.8,4137.0,197239.5,1609.0,148262.1,1443.0,150043.6,3746.0,522224.5,3314.0
2016-04-02,토요일,546808.0,1097.0,1277004.0,729.0,1144799.0,1132.0,91859.4,5353.0,653035.1,1549.0,96749.2,4267.0,181991.6,1682.0,142772.3,1667.0,113970.0,3563.0,474467.2,3345.0
2016-04-03,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-04,월요일,1050391.8,1116.0,1710980.8,760.0,1728624.9,1293.0,96949.9,5681.0,726274.7,1652.0,136209.3,4476.0,212290.7,1768.0,154616.4,2262.0,172461.1,3375.0,676335.5,3143.0
2016-04-05,화요일,1079506.5,1072.0,1185090.1,807.0,1578624.0,1479.0,97561.0,5584.0,651358.0,1646.0,95655.9,4441.0,204778.7,1761.0,162843.8,1641.0,121802.9,3486.0,431787.0,3030.0
2016-04-06,수요일,1058523.8,1140.0,1306942.0,794.0,1570290.5,1427.0,84390.0,5454.0,664197.0,1679.0,106032.3,4153.0,197663.7,1699.0,160518.7,1608.0,110443.8,3613.0,477505.5,2952.0
2016-04-07,목요일,867247.0,1138.0,1307443.5,871.0,2012368.0,1420.0,973085.7,4022.0,664716.5,1706.0,92262.5,3795.0,175982.4,1775.0,136279.6,1390.0,137520.2,3346.0,377200.5,3039.0
2016-04-08,금요일,808002.0,1085.0,1502972.8,850.0,1916042.8,1352.0,92621.5,5323.0,555891.9,1935.0,93759.6,3853.0,176237.8,1686.0,146637.8,1505.0,139137.6,3569.0,499678.5,2883.0
2016-04-09,토요일,414145.0,1205.0,1120797.3,795.0,1969173.7,1257.0,93253.8,5183.0,636846.5,1666.0,98965.2,3948.0,188753.5,1606.0,153131.4,1548.0,121037.4,3481.0,523529.0,2798.0
2016-04-10,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-11,월요일,1093365.1,1127.0,1609088.0,795.0,3314829.5,1184.0,87413.6,5422.0,755185.7,1846.0,135211.5,4122.0,230197.9,1624.0,159455.7,1570.0,143558.9,3542.0,763936.5,2760.0
2016-04-12,화요일,840505.0,1142.0,1439895.0,727.0,2900382.0,1108.0,109743.5,4815.0,629117.1,1845.0,86632.5,4159.0,192714.6,1613.0,154669.2,1400.0,101296.9,3708.0,506673.0,2678.0
2016-04-13,수요일,880974.0,1151.0,1432796.0,702.0,2961542.0,1095.0,80440.7,4914.0,666166.6,1694.0,93732.2,4041.0,171466.1,1536.0,149973.6,1194.0,113336.9,3893.0,554563.5,2602.0
2016-04-14,목요일,750836.0,1284.0,1090546.3,756.0,2632263.5,1138.0,482600.4,4090.0,583153.0,1770.0,91070.5,4136.0,170564.8,1474.0,137871.6,1179.0,106954.2,4165.0,448851.5,2767.0
2016-04-15,금요일,894233.5,1248.0,1197378.0,764.0,2593372.8,1143.0,84983.5,5108.0,647853.4,1654.0,101084.5,4431.0,182901.1,1478.0,141046.2,1218.0,96656.8,5010.0,618690.5,2609.0
2016-04-16,토요일,603411.0,1209.0,1172222.0,797.0,2505194.1,1105.0,85014.1,4829.0,653884.5,1575.0,103094.0,4356.0,172749.3,1433.0,133733.2,1327.0,115109.6,4421.0,626927.5,2386.0
2016-04-17,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-18,월요일,1091580.0,1217.0,1612635.8,793.0,3322539.1,1031.0,102097.9,4564.0,728405.9,1593.0,135083.3,4397.0,194689.9,1586.0,141225.8,1436.0,191452.6,3689.0,890490.0,2315.0
2016-04-19,화요일,885977.0,1217.0,1458990.0,732.0,2883387.0,976.0,118085.1,4567.0,634998.9,1674.0,88369.7,4374.0,182823.3,1524.0,136708.0,1283.0,124588.6,3730.0,596073.0,2210.0
2016-04-20,수요일,819473.8,1312.0,1692104.3,699.0,3649452.6,848.0,100226.2,4561.0,663802.1,1555.0,95659.7,4426.0,177412.0,1500.0,135540.6,1274.0,118698.1,3728.0,750502.0,2053.0
2016-04-21,목요일,955884.0,1218.0,1570176.8,638.0,3165439.0,757.0,94982.7,4440.0,648601.4,1605.0,87985.9,4332.0,161951.8,1547.0,131552.8,1235.0,147928.9,3618.0,518048.0,2048.0
2016-04-22,금요일,818650.0,1213.0,1358360.0,592.0,2972886.5,726.0,112122.4,4332.0,618366.6,1537.0,93272.1,4355.0,156382.5,1599.0,132315.0,1246.0,160682.9,3427.0,681802.0,1972.0
2016-04-23,토요일,576315.9,1191.0,952106.0,544.0,2555410.4,735.0,74575.5,4718.0,665541.2,1403.0,100913.0,4243.0,157109.5,1582.0,131250.2,1107.0,92974.9,3310.0,702121.0,1877.0
2016-04-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-25,월요일,1109706.2,1226.0,1269055.8,611.0,3931711.6,688.0,113488.2,4817.0,742280.3,1432.0,133609.3,4284.0,197962.7,1673.0,126616.0,1290.0,159772.5,3343.0,984044.5,1837.0
2016-04-26,화요일,1026437.0,1173.0,1258954.5,717.0,3636173.0,592.0,127388.0,4713.0,639570.2,1456.0,86621.5,4301.0,179539.9,1612.0,140994.0,1446.0,143232.2,3293.0,607570.6,1771.0
2016-04-27,수요일,1170756.2,1148.0,1100811.0,772.0,3490445.5,512.0,107274.0,5096.0,626974.7,1451.0,94339.4,4339.0,164333.8,1578.0,126462.3,1221.0,131850.2,3331.0,665574.0,1779.0
2016-04-28,목요일,1032333.0,1096.0,989269.8,813.0,2516933.2,534.0,140980.0,4548.0,549751.1,1496.0,84052.8,4361.0,149204.5,1665.0,120154.4,1128.0,147940.1,3145.0,387392.5,1902.0
2016-04-29,금요일,1067640.8,1052.0,1039503.2,895.0,2350317.3,518.0,112849.3,4064.0,547556.3,1590.0,97694.7,4518.0,147813.1,1858.0,125408.3,1055.0,162435.5,3064.0,661421.0,1905.0
2016-04-30,토요일,667984.0,1089.0,781659.8,986.0,1942446.5,573.0,86849.7,4366.0,481936.6,1866.0,97879.6,4473.0,136087.8,2127.0,128368.9,1077.0,102802.2,3132.0,712838.0,1889.0
2016-05-01,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-02,월요일,1410977.0,998.0,1674604.0,910.0,4454414.1,497.0,169251.1,5018.0,738463.5,1836.0,126520.8,4468.0,169791.8,2105.0,125439.9,1331.0,173551.5,3132.0,1110618.9,1712.0
2016-05-03,화요일,1350198.4,963.0,1458259.8,856.0,2852768.7,488.0,201904.4,5063.0,623352.6,1837.0,84646.4,4653.0,152540.3,1863.0,111497.6,1365.0,117821.5,3336.0,627278.5,1683.0
2016-05-04,수요일,988651.0,945.0,1223249.8,857.0,2463076.5,533.0,100804.1,5343.0,586651.2,1888.0,95152.1,4953.0,142604.0,1851.0,99561.7,1331.0,142505.5,3295.0,853887.5,1540.0
